beer,brewery,style,status
Ras L'Bock Bam Bam IPA,Ras L'Bock - Artisans Brasseurs,IPA - Hazy (NEIPA),regular
Dieu du Ciel! Péché Mortel - Kumquat,Brasserie Dieu du Ciel!,Stout - Imperial Flavored / Pastry,regular
Frampton Brasse Stout Impérial Russe (Bourbon),Frampton Brasse - Ferme Brassicole,Stout - Imperial,regular
Mille-Îles English Best Bitter Anglaise,Brasserie Mille-Îles,Bitter - Premium / Strong / Extra Special (ESB),series seasonal
Le Bilboquet Vieille Anglaise (Old Ale),Le Bilboquet - Microbrasserie / Brasserie Olten,Old Ale,regular
Boréale Tête Marbrée,Boréale - Brasseurs du Nord,Stout - Milk / Sweet,regular
À La Fût Mékinoise,À La Fût - Microbrasserie (Canada),Witbier / Belgian White Ale,regular
Du Lièvre Lièvre de Nuit,Microbrasserie Du Lièvre,Stout,regular
Le Prospecteur SureMinée Framboise,Microbrasserie Le Prospecteur,Berliner Weisse - Flavored / Catharina Sour,regular
Moulin 7 Mineur,Moulin 7 - Microbrasserie,Kölsch / Kölsch-Style,regular
Bas-Canada La Drague,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double Hazy (NEIPA),special seasonal
Messorem Fossoyeuse,Messorem Bracitorium,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Dieu du Ciel! 13e Étage,Brasserie Dieu du Ciel!,Porter,special seasonal
Moon Under Water / Merridale Melange a Trois,Moon Under Water Brewery,Barley Wine / Wheat Wine / Rye Wine,special seasonal
Oshlag / Les Coureurs des Boires | Chicha Quechua,Oshlag - Brasserie & Distillerie (Groupe Glutengerg),Traditional Ale - Other,special seasonal
Blood Brothers Cactus Head,Blood Brothers Brewing,IPA,regular
Aux Fous Brassant Fun Noir,Aux Fous Brassant - Microbrasserie,Stout - Dry / Irish,regular
Broadway Don Juan (Rhum),Broadway - Microbrasserie [BW],Quadrupel / Abt,special seasonal
Glutenberg Double Belge,Microbrasserie Glutenberg (Groupe Glutenberg),Specialty Grain - Other,regular
Belgh Brasse Mons Abbey Quadrupel,Belgh Brasse (Groupe Geloso),Quadrupel / Abt,regular
Godspeed Sumi,Godspeed Brewery,Stout - Extra / Foreign / Tropical,regular
Pit Caribou Violett Pitt,Microbrasserie Pit Caribou,Flavored - Pumpkin / Vegetables,regular
Sawdust City Everyday Magic,Sawdust City Brewing Co.,IPA - Hazy (NEIPA),regular
Nickel Brook Uber (Pineapple),Nickel Brook Brewing Co.,Berliner Weisse - Flavored / Catharina Sour,regular
Les 2 Frères Hickson Session IPA,Brasserie Les 2 Frères,ISA - Session IPA,regular
HopEra American Jesus Pale Ale,HopEra - Microbrasserie & Pizzeria,Pale Ale - American (APA),regular
Minhas Perfect 10,Minhas Micro Brewery (Minhas Brewery),Malt Liquor,regular
Simple Malt Mosaic ,Simple Malt - Brasseurs Illimités,IPA,regular
Kichesippi Heller High Water,Kichesippi Beer Co.,Helles / Dortmunder Export,regular
Blood Brothers Inner Eye,Blood Brothers Brewing,Pale Ale - American (APA),regular
Tooth And Nail Discretion,Tooth And Nail Brewing Company,Saison / Farmhouse - Flavored,regular
Pit Caribou Les Forges de Montréal,Microbrasserie Pit Caribou,Pale Ale - American (APA),special seasonal
MonsRegius Alba,MonsRegius - Bières Artisanales,Belgian Ale - Pale / Golden / Single,regular
Archibald Triple Belge / Belgian Triple,Archibald - Microbrasserie (Labatt - AB InBev),Tripel,regular
À l'Abri de la Tempête Palabre 15 - De la Belle Triple,À l'Abri de la Tempête,Tripel,regular
Brasserie Générale S.I.R. Bomb!,Brasserie Générale - Brasserie Urbaine [BG / BG18],Stout - Imperial,regular
La Barberie / Hopera Smash Ma Plage,Microbrasserie La Barberie,Belgian Ale - Pale / Golden / Single,regular
Bellwoods Barn Owl (Blend No. 11),Bellwoods Brewery,Saison / Farmhouse - Flavored,regular
Four Winds Opulence ,Four Winds Brewing Co.,Saison / Farmhouse - Flavored,regular
Mill Street Paradise IPA,Mill Street Brewery (AB InBev),IPA,regular
Bellwoods / Thin Man Brewer's Cheese DIPA,Bellwoods Brewery,IIPA DIPA - Imperial / Double IPA,regular
Spinnakers Jamesons Scottish Ale,Spinnakers Brewpub,Scottish Ale,regular
Le Trèfle Noir Phylactère,Le Trèfle Noir - Brasserie Artisanale,Saison / Farmhouse / Grisette,summer seasonal
La Barberie Estra I.P.A.,Microbrasserie La Barberie,IPA,regular
Pit Caribou Saison B,Microbrasserie Pit Caribou,Saison / Farmhouse / Grisette,regular
Rainhard From Beyond,Rainhard Brewing Co.,IPA - Hazy (NEIPA),regular
Beyond the Pale Starring Enigma,Beyond the Pale Brewing Company,IPA,series seasonal
Champ Libre Simplicité Volontaire,Champ Libre - Brasserie & Distillerie,Pilsener - Bohemian / Czech,regular
La Fabrique Rivière Blanche,La Fabrique - Brasserie Artisanale (Canada),Witbier / Belgian White Ale,regular
Brasseurs du Monde À Table,Brasseurs du Monde,Flavored - Other,regular
La Fabrique Salamagone,La Fabrique - Brasserie Artisanale (Canada),Pale Ale - American (APA),regular
MonsRegius Nocturna Brisas del Mogotón ,MonsRegius - Bières Artisanales,Stout - Imperial,series seasonal
Yukon Chilkoot,Yukon Brewing,Pale Lager - American,regular
Dieu du Ciel! Première Neige,Brasserie Dieu du Ciel!,Witbier / Belgian White Ale,winter seasonal
Champ Libre Éloge de la Lenteur,Champ Libre - Brasserie & Distillerie,Saison / Farmhouse / Grisette,regular
Les Soeurs Grises L'Amère Supérieure,Bistro-Brasserie Les Soeurs Grises,IPA,regular
4 Origines Houbombe,Microbrasserie 4 Origines,IPA,regular
Okanagan Spring Mild Winter Ale,Okanagan Spring Brewery (Sleeman - Sapporo),Mild Ale,winter seasonal
Siboire Capricieuse,Microbrasserie Siboire,Wheat Ale,regular
Le Cheval Blanc Stout,Le Cheval Blanc - Brasseur Artisan & Bar,Stout - Dry / Irish,regular
Black Oak Oaktoberfest,Black Oak Brewing Co.,Märzen / Oktoberfest Bier,regular
Dieu du Ciel! Mea Maxima Culpa,Brasserie Dieu du Ciel!,Strong Ale - American,special seasonal
Beau's Farm Table: Vienna-style Lager,Beau's Brewing Co. / Halcyon Barrel House,Amber Lager - International / Vienna,regular
Siboire Quaker Stout,Microbrasserie Siboire,Stout,regular
Tête d'Allumette Apache,Tête d'Allumette - Microbrasserie,Smoked - Rauchbier,regular
Small Pony The Golden Hour,Small Pony Barrel Works,Sour / Wild Beer,regular
Town Outside Jokes,Town Brewery,Pale Ale - American (APA),regular
Rainhard The Antidote ,Rainhard Brewing Co.,IPA,regular
MERIT Young Rival,MERIT Brewing,IPA,regular
Bellwoods Barn Owl (Blend No. 17),Bellwoods Brewery,Sour / Wild Beer,series seasonal
Sonnen Hill Standard,Sonnen Hill Brewing,Saison / Farmhouse / Grisette,regular
Pit Caribou IPA Anglaise ,Microbrasserie Pit Caribou,IPA,special seasonal
Boxing Rock Crafty Jack English Ale,Boxing Rock Brewing Company,Brown Ale,special seasonal
Willibald Odyssey,Willibald Farm Distillery & Brewery,Stout - Imperial Flavored / Pastry,regular
Archibald Veuve Noire,Archibald - Microbrasserie (Labatt - AB InBev),Stout - Dry / Irish,regular
Bas-Canada Los Tabarnacos - Mangue Mandarine & Vanille,Brasserie du Bas-Canada,IPA - Milkshake / Smoothie,regular
Stillwell Saazbier,Stillwell Brewing Company,Saison / Farmhouse / Grisette,special seasonal
Spearhead Big Kahuna Imperial IPA,Spearhead Brewing Company,IIPA DIPA - Imperial / Double IPA,regular
Upstreet Rhuby Social,Upstreet Craft Brewing,Flavored - Fruit,regular
Macallen Farmer's Reserve,Macallen - Ferme & Brasserie,IPA - Hazy (NEIPA),regular
L'Hermite Saison APA au Seigle,L'Hermite - Microbrasserie,Saison / Farmhouse / Grisette,regular
Bas-Canada Magnitude,Brasserie du Bas-Canada,IPA - Hazy (NEIPA),regular
Bas-Canada Héllène,Brasserie du Bas-Canada,Helles / Dortmunder Export,regular
Benelux Semuta,Benelux - Brasserie Artisanale / Brasserie du Canal,Saison / Farmhouse / Grisette,regular
Garrison Martello Stout,Garrison Brewing Company,Stout,regular
Church-Key Grains of Wrath Double IPA,Church-Key Brewing Company,IIPA DIPA - Imperial / Double IPA,regular
Brasseurs du Monde La 3 Capitaines,Brasseurs du Monde,Red Ale - Irish,regular
Lucky Lager,Labatt Brewing Company (Labatt - AB InBev),Pale Lager - American,regular
Bas-Canada / Bellwoods Bière Forte / Strong Beer,Brasserie du Bas-Canada,IPA,regular
L'Espace Public L'Apollo,L'Espace Public - Brasseurs de Quartier,Porter,regular
Hopfenstark Belgian IPA,Hopfenstark [Ho.st],Belgian Ale - Pale / Golden / Single,regular
Le Prospecteur Impérial Ulrick ,Microbrasserie Le Prospecteur,Stout - Imperial,regular
MonsRegius Nocturna Ibonia Estate,MonsRegius - Bières Artisanales,Stout - Imperial,series seasonal
Les Grands Bois Giorgio ,Les Grands Bois - Microbrasserie,Pilsener / Pils / Pilsner,regular
MaBrasserie Black IPA,MaBrasserie - Coopérative Brassicole,IPA - Black / Brown / Cascadian Dark,regular
Bas-Canada Pti Pit,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Griendel Mute Punk Rock,Griendel - Brasserie Artisanale,IIPA DIPA - Imperial / Double IPA,regular
Maclay's Traditional Pale Ale,Sleeman Breweries (Sapporo),Blonde Ale / Golden Ale,regular
5e Baron Two Tales Pils,5e Baron Microbrasserie,Pilsener / Pils / Pilsner,regular
Dunham Stout Impériale Russe à l'Érable et Noisette,Brasserie Dunham,Stout - Imperial Flavored / Pastry,special seasonal
Side Launch Dry-Hopped Sour,Side Launch Brewing Company,Sour / Wild Beer,regular
Alexander Keith's Saphir Hop Ale,Alexander Keith's Brewery / Oland Brewery (Labatt - AB InBev),Pale Ale - American (APA),regular
Brouhaha Gasket de Tête,Broue Pub Brouhaha (Coop MaBrasserie),IPA,regular
À l'Abri de la Tempête Palabre du Tonic du Charlatan,À l'Abri de la Tempête,Gruit,autumn seasonal
5e Baron Mixtape Vert,5e Baron Microbrasserie,IPA - Hazy (NEIPA),regular
BreWskey Brew Juice: Berry Poppins,BreWskey - Brasserie Artisanale,Sour / Wild Beer - Flavored,regular
5e Baron / Dominion City Stone’s Throw,5e Baron Microbrasserie,Belgian Ale - Pale / Golden / Single,regular
Albion Aurea,Brasserie Artisanale Albion,Blonde Ale / Golden Ale,summer seasonal
Fairweather High Grade,Fairweather Brewing Co.,IPA,regular
Messorem Entre Deux Mondes,Messorem Bracitorium,Pale Ale,regular
Collective Arts POG Fresh Fruit Sour,Collective Arts Brewing,Sour / Wild Beer - Flavored,regular
Emporium Afterlife ,Emporium - Microbrasserie,IIPA DIPA - Imperial / Double IPA,regular
Bas-Canada Grand Condor,Brasserie du Bas-Canada,Belgian Ale - Pale / Golden / Single,regular
Calabogie Bogie,Calabogie Brewing,IPA,regular
Beau's Farm Table: Belgian Pale Ale,Beau's Brewing Co. / Halcyon Barrel House,Belgian Ale - Pale / Golden / Single,regular
Lagabière All Together,Lagabière - Brasserie Artisanale,IPA - Hazy (NEIPA),regular
Beauregard Impériale Choco-Piment,Beauregard - Brasserie Distillerie,Stout - Imperial Flavored / Pastry,regular
Les Grands Bois Le P'tit Prince,Les Grands Bois - Microbrasserie,IIPA DIPA - Imperial / Double IPA,regular
Sutton Brouërie / Beyond the Pale | Sutton and Beyond,Sutton Brouërie,IPA,regular
Belle Gueule Blonde,Brasseurs RJ,Pale Lager - American,regular
Bellwoods Wizard Wolf (Citra & Sterling),Bellwoods Brewery,Pale Ale - American (APA),regular
Boréale / Alpha La Bourrasque,Boréale - Brasseurs du Nord,IPA - Hazy (NEIPA),regular
Boshkung North Country,Boshkung Brewing Co.,Zwickelbier / Kellerbier / Landbier,regular
Breton Sons of Hector,Breton Brewing Company,Brown Ale,regular
L'Hermite IPA Américaine,L'Hermite - Microbrasserie,IPA,regular
Champ Libre / Boréale Nordicité,Champ Libre - Brasserie & Distillerie,IPA,regular
La Succursale Maracuja,La Succursale - Brasserie Artisanale,Pale Ale - American (APA),regular
Brouhaha Forêt Noire,Broue Pub Brouhaha (Coop MaBrasserie),Stout - Imperial Flavored / Pastry,regular
St-Ambroise Oktoberfest,Brasserie McAuslan (Brasseurs RJ),Märzen / Oktoberfest Bier,regular
Dominion City Safer Shores IPA,Dominion City Brewing Co.,IPA,regular
Nickel Brook Brett Farmhouse,Nickel Brook Brewing Co.,Saison / Farmhouse / Grisette,regular
Brasserie Générale Houblon Atomique,Brasserie Générale - Brasserie Urbaine [BG / BG18],IPA,regular
Bas-Canada Diplopie,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double IPA,regular
Central City Red Racer Superfruit IPA ,Central City Brewers + Distillers,IPA,special seasonal
Bas-Canada / Sir John Numéro,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double IPA,regular
Rainhard Hop Cone Syndrome,Rainhard Brewing Co.,IIPA DIPA - Imperial / Double IPA,regular
Bas-Canada Double Dry Hopped Hadrien,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double IPA,regular
Twin Sails Day-Blink Simcoe Pale Ale,Twin Sails Brewing,Pale Ale - American (APA),summer seasonal
Bas-Canada Machina,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double IPA,regular
Broadway Mary Poppins,Broadway - Microbrasserie [BW],Brown Ale,regular
Charlevoix Festive Saison Champenoise,Microbrasserie Charlevoix,Belgian Ale - Pale / Golden / Single,special seasonal
Bedondaine et Bedons Ronds Dernière Brosse Déchainée (Whisky),Bedondaine et Bedons Ronds - Brasseur Artisan,Stout - Extra / Foreign / Tropical,special seasonal
Benelux Zeeland,Benelux - Brasserie Artisanale / Brasserie du Canal,Saison / Farmhouse / Grisette,regular
Bas-Canada Réflexion,Brasserie du Bas-Canada,IPA,regular
Fernie Free Fall,Fernie Brewing Co.,IIPA DIPA - Imperial / Double IPA,series seasonal
Charlevoix Touski Triple IPA,Microbrasserie Charlevoix,IIPA DIPA - Imperial / Double IPA,special seasonal
Farnham 56 Pilsner Impériale,Farnham - Ale & Lager (Canada),Pilsener - Imperial,regular
Glutenberg Myrcène De Glace,Microbrasserie Glutenberg (Groupe Glutenberg),Flavored - Fruit,winter seasonal
Bellwoods / Pen Druid Druid Fluid,Bellwoods Brewery,Sour / Wild Beer - Flavored,special seasonal
Sir John Citrananas,Brasserie Sir John Brewing Co.,IPA,regular
Bellwoods Vines Semillon,Bellwoods Brewery,Sour / Wild Beer - Flavored,regular
Robin Cerise Cerise,Robin - Bière Naturelle,Saison / Farmhouse - Flavored,regular
Bas-Canada / Dominion City Pendule,Brasserie du Bas-Canada,IPA - Hazy (NEIPA),regular
Bomber Park Life Passion Fruit Ale,Bomber Brewing,Flavored - Fruit,spring seasonal
Bellwoods / Magic Rock Jelly Kiss,Bellwoods Brewery,Sour / Wild Beer - Flavored,regular
Small Pony As You Wish,Small Pony Barrel Works,Sour Flemish Ale - Flanders Red / Oud Bruin,regular
Bellwoods Skeleton Key (2018+),Bellwoods Brewery,Stout - Imperial Flavored / Pastry,winter seasonal
Des Beaux Prés Oie Blanche,Microbrasserie des Beaux Prés,Weissbier - Hefeweizen,regular
Bas-Canada Définition ,Brasserie du Bas-Canada,Stout - Flavored / Pastry,regular
De l'Île d'Orléans Adrien Blanquet dit Lafougère,Microbrasserie de l'Île d'Orléans (Haacht),Pale Ale - American (APA),regular
Upstreet Eighty Bob,Upstreet Craft Brewing,Scottish Ale,regular
De l'Île d'Orléans François et Marie de Verchères,Microbrasserie de l'Île d'Orléans (Haacht),Kölsch / Kölsch-Style,summer seasonal
Dunham Jake Brett,Brasserie Dunham,Saison / Farmhouse / Grisette,special seasonal
Flora Hall Oatmeal Stout,Flora Hall Brewing,Stout - Milk / Sweet,regular
Boréale Cuvée Boréale Pommes et Canneberges,Boréale - Brasseurs du Nord,Flavored - Fruit,regular
5e Baron Broken Cue ,5e Baron Microbrasserie,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
5e Baron / Third Moon 3e Baron,5e Baron Microbrasserie,Stout - Imperial Flavored / Pastry,regular
Bas-Canada Interstellaire,Brasserie du Bas-Canada,Stout - Imperial Flavored / Pastry,regular
Archibald Vienna,Archibald - Microbrasserie (Labatt - AB InBev),Amber Lager - International / Vienna,regular
Beau's Good Time,Beau's Brewing Co. / Halcyon Barrel House,ISA - Session IPA,regular
Bas-Canada Naja,Brasserie du Bas-Canada,Pilsener / Pils / Pilsner,regular
Kruhnen Finis Coronat Opus (Dark Chocolate Stout),Brasserie Kruhnen,Stout,regular
Broadway Turbine,Broadway - Microbrasserie [BW],Pale Ale - American (APA),regular
Upstreet Go Devil,Upstreet Craft Brewing,IPA,regular
Dieu du Ciel! Moralité Pamplemousse,Brasserie Dieu du Ciel!,IPA,regular
Stray Dog Shaggin' Wagon,Stray Dog Brewing Company,IPA - Hazy (NEIPA),regular
Hopfenstark Hooligan Bitter,Hopfenstark [Ho.st],Bitter - Ordinary / Best,regular
Benelux Camino De Cadaveres,Benelux - Brasserie Artisanale / Brasserie du Canal,Stout - Imperial,regular
Farnham 26 Ale Brune,Farnham - Ale & Lager (Canada),Brown Ale,regular
Big Rig Disturber ,Big Rig Brewery,IIPA DIPA - Imperial / Double IPA,regular
Du Lac Saint-Jean Rang 8 (Bourbon),Microbrasserie Du Lac Saint-Jean,Stout - Imperial,regular
Central City Red Racer Amber,Central City Brewers + Distillers,Red Ale / International Amber Ale,regular
Dieu du Ciel! Symbiose 21,Brasserie Dieu du Ciel!,Sour / Wild Beer - Flavored,regular
Avant-Garde Jet Set,Avant-Garde - Artisans Brasseurs (Avant-Garde),Pilsener / Pils / Pilsner,regular
Beau's Tagwerk: Witbeer avec Coings,Beau's Brewing Co. / Halcyon Barrel House,Witbier / Belgian White Ale,special seasonal
Creemore Springs Oktoberfest Lager,Creemore Springs Brewery (Six Pints - Molson Coors),Märzen / Oktoberfest Bier,autumn seasonal
Bièropholie J89,Simple Malt - Brasseurs Illimités,Sour / Wild Beer,regular
La Barberie Double Red IPA,Microbrasserie La Barberie,IIPA DIPA - Imperial / Double IPA,regular
Bicycle On The Lam,Bicycle Craft Brewery,IPA,regular
Nickel Brook Black Light,Nickel Brook Brewing Co.,Stout,regular
Du Lac Saint-Jean Belle Gigue,Microbrasserie Du Lac Saint-Jean,Belgian Ale - Pale / Golden / Single,regular
Bas-Canada Nathan BA,Brasserie du Bas-Canada,Stout - Imperial Flavored / Pastry,regular
Bedondaine et Bedons Ronds Bedaine,Bedondaine et Bedons Ronds - Brasseur Artisan,Blonde Ale / Golden Ale,regular
Auval Trifolium,Brasserie Auval Brewing Co.,Sour / Wild Beer,regular
Godspeed Momiji,Godspeed Brewery,Zwickelbier / Kellerbier / Landbier,regular
33B / Temporal Artisan Ales EXP.014.MkVI - Imperial Stout,33 Brewing Experiment - 33B (33 Acres Brewing Co.),Stout - Imperial,regular
Gainsbourg Scotch Ale Wee Heavy - La Folle Écossaise (Whiskey),Gainsbourg - Bistro Brasserie,Scotch Ale / Wee Heavy,special seasonal
Big Rig Hoppin Maibock,Big Rig Brewery,Bock - Heller Bock / Maibock,regular
Avant-Garde Les Vivants ,Avant-Garde - Artisans Brasseurs (Avant-Garde),Bitter - Ordinary / Best,regular
Twin Sails Two Straws - Peach,Twin Sails Brewing,IPA - Milkshake / Smoothie,special seasonal
Brassneck One Trick Pony - Citra,Brassneck Brewery,IIPA DIPA - Imperial / Double IPA,series seasonal
Badlands DIPA - November 2022,Badlands Brewing Company (Canada),IIPA DIPA - Imperial / Double Hazy (NEIPA),series seasonal
Nokomis Barrel Aged Imperial Stout,Nokomis Craft Ales,Stout - Imperial,special seasonal
Pump House IPA,Pump House Brewery,IPA,summer seasonal
